"SSB_Unfished","Totbio_Unfished","SmryBio_Unfished","Recr_Unfished","SSB_Btgt","SPR_Btgt","F_Btgt","TotYield_Btgt","SSB_SPR","F_SPR","TotYield_SPR","SSB_MSY","SPR_MSY","F_MSY","TotYield_MSY","Ret_Catch_MSY","max_grad","depletion","alt_sigma_r","last_yr_early","first_yr_full","last_yr_full","first_yr_recent","max_bias_adj","params_on_bound","params_stuck_low","params_stuck_high","NatM_uniform_Fem_GP_1","L_at_Amin_Fem_GP_1","L_at_Amax_Fem_GP_1","VonBert_K_Fem_GP_1","SD_young_Fem_GP_1","SD_old_Fem_GP_1","Wtlen_1_Fem_GP_1","Wtlen_2_Fem_GP_1","Mat50._Fem_GP_1","Mat_slope_Fem_GP_1","Eggs_scalar_Fem_GP_1","Eggs_exp_len_Fem_GP_1","CohortGrowDev","FracFemale_GP_1","SR_LN_R0","SR_BH_steep","SR_sigmaR","SR_regime","SR_autocorr","Early_InitAge_18","Early_InitAge_17","Early_InitAge_16","Early_InitAge_15","Early_InitAge_14","Early_InitAge_13","Early_InitAge_12","Early_InitAge_11","Early_InitAge_10","Early_InitAge_9","Early_InitAge_8","Early_InitAge_7","Early_InitAge_6","Early_InitAge_5","Early_InitAge_4","Early_InitAge_3","Early_InitAge_2","Early_InitAge_1","Early_RecrDev_1923","Early_RecrDev_1924","Early_RecrDev_1925","Early_RecrDev_1926","Early_RecrDev_1927","Early_RecrDev_1928","Early_RecrDev_1929","ForeRecr_2023","ForeRecr_2024","ForeRecr_2025","ForeRecr_2026","ForeRecr_2027","ForeRecr_2028","ForeRecr_2029","ForeRecr_2030","ForeRecr_2031","ForeRecr_2032","ForeRecr_2033","ForeRecr_2034","LnQ_base_WCGBTS_4","Q_base_env_5","Size_DblN_peak_North_1","Size_DblN_top_logit_North_1","Size_DblN_ascend_se_North_1","Size_DblN_descend_se_North_1","Size_DblN_start_logit_North_1","Size_DblN_end_logit_North_1","Size_DblN_peak_South_2","Size_DblN_top_logit_South_2","Size_DblN_ascend_se_South_2","Size_DblN_descend_se_South_2","Size_DblN_start_logit_South_2","Size_DblN_end_logit_South_2","Size_DblN_peak_WCGBTS_4","Size_DblN_top_logit_WCGBTS_4","Size_DblN_ascend_se_WCGBTS_4","Size_DblN_descend_se_WCGBTS_4","Size_DblN_start_logit_WCGBTS_4","Size_DblN_end_logit_WCGBTS_4","Size_DblN_peak_North_1_BLK1repl_1973","Size_DblN_peak_North_1_BLK1repl_1983","Size_DblN_peak_North_1_BLK1repl_1993","Size_DblN_peak_North_1_BLK1repl_2003","Size_DblN_peak_North_1_BLK1repl_2011","Size_DblN_peak_North_1_BLK1repl_2018","Size_DblN_ascend_se_North_1_BLK1repl_1973","Size_DblN_ascend_se_North_1_BLK1repl_1983","Size_DblN_ascend_se_North_1_BLK1repl_1993","Size_DblN_ascend_se_North_1_BLK1repl_2003","Size_DblN_ascend_se_North_1_BLK1repl_2011","Size_DblN_ascend_se_North_1_BLK1repl_2018","Size_DblN_peak_South_2_BLK1repl_1973","Size_DblN_peak_South_2_BLK1repl_1983","Size_DblN_peak_South_2_BLK1repl_1993","Size_DblN_peak_South_2_BLK1repl_2003","Size_DblN_peak_South_2_BLK1repl_2011","Size_DblN_peak_South_2_BLK1repl_2018","Size_DblN_ascend_se_South_2_BLK1repl_1973","Size_DblN_ascend_se_South_2_BLK1repl_1983","Size_DblN_ascend_se_South_2_BLK1repl_1993","Size_DblN_ascend_se_South_2_BLK1repl_2003","Size_DblN_ascend_se_South_2_BLK1repl_2011","Size_DblN_ascend_se_South_2_BLK1repl_2018","dead.B.._1","dead.B.._2","NLL_TOTAL","NLL_Catch","NLL_Equil_catch","NLL_Survey","NLL_Length_comp","NLL_Age_comp","NLL_Recruitment","NLL_InitEQ_Regime","NLL_Forecast_Recruitment","NLL_Parm_priors","NLL_Parm_softbounds","NLL_Parm_devs","NLL_Crash_Pen","Curr_Var_Adj_lcomp_flt_1_North","Curr_Var_Adj_lcomp_flt_2_South","Curr_Var_Adj_lcomp_flt_4_WCGBTS","Curr_Var_Adj_agecomp_flt_1_North","Curr_Var_Adj_agecomp_flt_2_South","Curr_Var_Adj_agecomp_flt_4_WCGBTS","version","RunTime","model_run","hessian","Niterations","ForeRecr_2035","ForeRecr_2036","ForeRecr_2037","ForeRecr_2038","ForeRecr_2039","ForeRecr_2040","ForeRecr_2041","ForeRecr_2042","ForeRecr_2043","ForeRecr_2044","ForeRecr_2045","ForeRecr_2046","iteration","scenario"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.339942810992513,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.69181,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1597.57,749.344,208090000,208074000,0,2767.36,1466.44,11467.3,75.5213,1.05813e-30,4.24175,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0,"om",FALSE,2,0.503118,0.011862,0.137742,-0.124184,0.159329,-0.764472,0.18194,-0.454435,-0.00783429,-0.713407,0.279058,-0.630008,69,"0.2"
41.5539,53673.3,53217.2,17202.6,10.3885,0.296875,0.167413,3134.75,10.527,0.165759,3133.6,9.98553,0.287784,0.17234,3136.19,3136.19,0.0022109,0.275805640385138,"needs_Hessian",1948.85,1974.16,2021.94,2022.81,0.9235,NA,NA,NA,0.151406,8.16102,46.8731,0.206488,1.4893,4.8192,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.75281,0.8,0.5,0,0,-0.00167066,-0.00193411,-0.00223661,-0.00258289,-0.00297765,-0.00342612,-0.00393276,-0.00450161,-0.00513566,-0.00583637,-0.00660345,-0.00743533,-0.00833212,-0.0093022,-0.0103667,-0.0115503,-0.0128703,-0.0143358,-0.0159537,-0.0177222,-0.0196612,-0.0217852,-0.0240974,-0.0265882,-0.0292572,0,0,0,0,0,0,0,0,0,0,0,0,-8.48231,1,58.5758,-15,5.23457,20,-999,-999,45.6565,-15,5.54557,20,-999,-999,58.6584,-15,6.04743,20,-999,-999,58.6292,61.0523,61.3805,61.5864,69.772,68.6988,5.40816,5.52985,5.82389,5.6693,5.90412,5.73198,49.6546,50.9277,73.2067,56.1637,53.184,53.1249,6.23535,5.29195,5.79515,5.33627,5.21881,5.20164,1869.85,906.839,2342.79,0.000727489,0,-84.0831,1253.24,1189.13,-15.5605,0,0,0.0612357,0.00844141,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",2.2,"em",FALSE,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"0.2"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.392794621613952,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.79785,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1703.23,833.527,204045000,204030000,0,2249.37,1469.85,11213.8,58.9233,1.05813e-30,2.27322,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,-0.715099,0.316842,0.148773,-0.0859888,-0.278735,-0.0153537,-0.267236,-0.194928,-0.0718995,-0.425023,-0.165343,-0.307952,70,"0.2"
41.2525,52419.6,51947.9,18128.5,10.3131,0.296875,0.174193,3236.09,10.4506,0.17248,3234.57,9.78109,0.284784,0.181022,3238.74,3238.74,0.00329692,0.270725410581177,"needs_Hessian",1947.41,1975.54,2022.15,2022.83,0.9209,NA,NA,NA,0.160489,8.38055,47.9107,0.191489,1.45592,5.02222,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.80524,0.8,0.5,0,0,6.89113e-05,8.02766e-05,9.33623e-05,0.00010837,0.000125678,0.000145359,0.000167602,0.000192566,0.000220327,0.000250875,0.000284088,0.000319507,0.000357349,0.000397569,0.000440498,0.000486467,0.000535788,0.000588845,0.000647207,0.000713608,0.000796332,0.000910053,0.001081,0.00135282,0.00179682,0,0,0,0,0,0,0,0,0,0,0,0,-8.88212,1,56.5156,-15,5.12933,20,-999,-999,53.0817,-15,6.07681,20,-999,-999,49.9807,-15,5.69392,20,-999,-999,60.0012,55.426,55.8838,61.5143,55.9067,58.7549,5.53235,5.33177,5.63464,5.68128,5.33166,5.30916,52.1952,43.0568,57.7249,50.8385,50.0434,53.5917,6.33594,4.73503,5.74293,4.98953,4.96711,5.07303,1574.6,762.405,2221.47,8.02798e-05,0,-92.999,1248.83,1082.06,-16.4416,0,0,0.0131282,0.00280061,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",1.18333333333333,"em",FALSE,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"0.2"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.335642721498265,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.76824,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1289.9,703.429,204509000,204494000,0,2297.7,1472.52,11292.6,50.4901,1.05813e-30,7.6701,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,0.0655274,0.0271784,0.0727636,-0.131158,-0.933752,0.723435,1.12623,-0.499787,0.0198241,-0.747754,-0.159616,0.555952,71,"0.2"
47.0781,58158.1,57651.2,16816.9,11.7695,0.296875,0.160773,3242.7,11.9264,0.159161,3241.13,11.1356,0.284251,0.167496,3245.6,3245.6,0.000856551,0.256097845919865,"needs_Hessian",1948.69,1974.2,2021.93,2022.96,0.9204,NA,NA,NA,0.147862,9.1691,48.0359,0.188368,1.14176,5.06432,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.73014,0.8,0.5,0,0,-0.000627028,-0.000722529,-0.000831501,-0.000955468,-0.00109551,-0.00125437,-0.00143247,-0.0016312,-0.00185142,-0.00209354,-0.0023575,-0.0026428,-0.00295024,-0.00328273,-0.00364634,-0.00404916,-0.00449717,-0.0049936,-0.00554249,-0.00614289,-0.00680402,-0.00753423,-0.00834046,-0.00923169,-0.0102263,0,0,0,0,0,0,0,0,0,0,0,0,-8.92639,1,64.5697,-15,5.46947,20,-999,-999,48.52,-15,5.80449,20,-999,-999,50.5838,-15,5.65061,20,-999,-999,70.6844,52.6216,50.2215,59.4341,57.2978,56.4345,5.8861,5.22915,5.1921,5.57841,5.42599,5.19342,59.1098,50.8508,49.3907,45.908,50.389,49.6078,6.62517,5.51159,4.97845,4.61426,4.98711,4.82012,1960.51,933.642,2274.69,4.00207e-05,0,-91.8371,1210.2,1168.06,-11.8239,0,0,0.0908961,0.00383886,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",3.33333333333333,"em",FALSE,1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"0.2"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.351858642743326,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.86922,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1511.58,740.854,208259000,208244000,0,2308.31,1478.79,11333.3,64.6949,1.05813e-30,5.33417,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,0.0692814,-0.304008,-0.186102,-0.0272687,-1.11127,-0.189782,-0.257089,-0.388067,-0.47457,-0.277088,-0.790876,-0.345509,72,"0.2"
37.1377,48421.4,47966.6,15420.1,9.28443,0.296875,0.174108,2968.21,9.40822,0.172385,2966.77,8.78805,0.284345,0.181235,2970.83,2970.83,0.00540416,0.264554078470126,"needs_Hessian",1953.18,1972.21,2022.03,2022.25,0.9222,NA,NA,NA,0.149409,8.93671,46.4947,0.20206,1.26151,5.13804,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.64343,0.8,0.5,0,0,-0.000977619,-0.00112882,-0.00130178,-0.00149897,-0.00172298,-0.00197641,-0.00226151,-0.0025804,-0.00293468,-0.00332547,-0.00375329,-0.00421851,-0.00472248,-0.00527008,-0.00587147,-0.00653716,-0.00727414,-0.00808738,-0.00898197,-0.00995308,-0.0110111,-0.0121636,-0.0134153,-0.0147674,-0.0162291,0,0,0,0,0,0,0,0,0,0,0,0,-8.3139,1,52.9254,-15,4.64141,20,-999,-999,70.7574,-15,6.43928,20,-999,-999,57.5114,-15,5.98462,20,-999,-999,66.5279,62.6936,65.3363,61.9229,68.9167,65.8619,5.61621,5.50902,5.87484,5.63684,5.85363,5.5938,55.1314,55.321,41.407,51.5824,59.6496,53.4522,6.42725,5.5872,4.10948,4.98767,5.53845,5.00563,1637.22,798.418,2325.78,0.00525656,0,-96.4608,1258.28,1180.57,-16.7091,0,0,0.077144,0.00781146,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",3.98333333333333,"em",FALSE,1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"0.2"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.382408923231397,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.6782,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1569.49,817.186,204285000,204270000,0,2513.25,1464.43,11253.4,51.1737,1.05813e-30,6.29272,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0,"om",FALSE,2,-0.0457804,-0.69548,-0.536864,0.78222,0.0325539,-0.403138,0.936828,-0.383732,0.135785,0.354987,0.2312,0.611634,73,"0.2"
49.1066,62256.8,61737.7,17989.3,12.2766,0.296875,0.16542,3579.56,12.4403,0.163782,3578.27,11.8094,0.287954,0.170205,3581.15,3581.15,0.0595214,0.380871410360318,"needs_Hessian",1950.78,1971.83,2022,2022.14,0.9184,NA,NA,"Size_DblN_peak_North(1)",0.144047,8.7609,47.054,0.199384,1.25157,4.89115,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.79753,0.8,0.5,0,0,0.000603405,0.000693328,0.000795745,0.000912041,0.00104379,0.00119249,0.00135925,0.00154532,0.00175162,0.00197872,0.00222687,0.00249641,0.00278796,0.00310393,0.00345052,0.0038348,0.00426192,0.00473702,0.00526729,0.00585532,0.00651693,0.0072717,0.0081467,0.00917974,0.0104305,0,0,0,0,0,0,0,0,0,0,0,0,-8.52575,1,74.9862,-15,5.84275,20,-999,-999,61.108,-15,6.31721,20,-999,-999,56.0641,-15,5.91962,20,-999,-999,70.4354,59.8687,68.5017,68.1114,65.9589,63.1903,5.86523,5.42921,5.97508,5.82736,5.72959,5.53229,56.5372,47.855,47.2503,55.9886,56.853,54.048,6.46144,5.21417,4.90121,5.3031,5.42863,5.11924,3102.79,1550.86,2176.57,0.00251107,0,-98.714,1256.28,1026.41,-7.55269,0,0,0.130401,0.0141031,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",3.35,"em",FALSE,1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"0.2"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.48084604806496,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.83924,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,2170.73,1018.9,212745000,212730000,0,2352.38,1463.34,11445.3,69.6638,1.05813e-30,2.99066,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,0.219173,-0.240413,-0.520115,-0.179006,-0.653939,-0.209862,-0.414132,0.0985355,-0.325554,0.208665,-0.213346,-0.488871,74,"0.2"
47.0916,60375.4,59778.1,19381.7,11.7729,0.296875,0.172079,3666.57,11.9299,0.170389,3665.04,11.2402,0.28627,0.177969,3668.89,3668.89,0.00397619,0.304570241826568,"needs_Hessian",1953.45,1973,2021.95,2022.77,0.9213,NA,NA,NA,0.152518,9.32939,47.2435,0.191231,1.30055,5.14145,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.87209,0.8,0.5,0,0,-0.000754817,-0.000873947,-0.00101062,-0.00116692,-0.00134481,-0.00154702,-0.00177514,-0.00203104,-0.00231611,-0.00263115,-0.00297631,-0.00335133,-0.0037567,-0.00419643,-0.00468083,-0.00522026,-0.00582393,-0.00649888,-0.00725317,-0.0080925,-0.0090377,-0.0101126,-0.0113472,-0.0127834,-0.014488,0,0,0,0,0,0,0,0,0,0,0,0,-8.60072,1,58.2775,-15,5.26261,20,-999,-999,46.0345,-15,5.53009,20,-999,-999,56.2839,-15,5.946,20,-999,-999,63.3702,50.5834,62.2639,62.6339,61.8869,58.9105,5.59693,4.95342,5.8382,5.69406,5.61711,5.28755,56.8631,48.0252,44.5207,56.6861,52.0635,55.5043,6.5632,5.23244,4.21942,5.3799,5.07749,5.18925,2209.93,1080.85,2335.39,3.6797e-05,0,-91.6094,1299.79,1140.14,-12.9845,0,0,0.0532536,0.004256,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",2.68333333333333,"em",FALSE,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"0.2"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.402298474232205,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.82343,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1857.48,860.28,210891000,210876000,0,2185.75,1464.42,11265.8,49.1701,1.05813e-30,7.34096,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,0.37679,-0.452269,0.612764,-0.22621,0.782298,-0.438201,-0.360658,-1.17618,-0.365003,0.57029,-0.345795,-0.0423649,75,"0.2"
40.8789,53052.2,52507.7,18223.1,10.2197,0.296875,0.178044,3354.64,10.356,0.176323,3353.58,9.88557,0.289211,0.18235,3355.74,3355.74,0.00115469,0.373363764680556,"needs_Hessian",1947.41,1973.87,2022.03,2022.14,0.926,NA,NA,NA,0.158621,8.99996,47.2933,0.19883,1.42358,4.81493,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.81045,0.8,0.5,0,0,0.000402557,0.00046928,0.000546424,0.000635376,0.00073731,0.000853575,0.000985875,0.00113535,0.00130304,0.00148961,0.00169543,0.00192068,0.00216567,0.00243346,0.00272999,0.00306164,0.00343324,0.00384763,0.00430748,0.00480753,0.00534849,0.00592369,0.00651494,0.00708521,0.00757772,0,0,0,0,0,0,0,0,0,0,0,0,-8.56851,1,65.6243,-15,5.48983,20,-999,-999,52.6424,-15,5.89619,20,-999,-999,53.507,-15,5.80183,20,-999,-999,71.2014,54.5311,66.73,62.4602,62.9968,64.1557,5.892,5.18895,5.92915,5.65512,5.62607,5.51474,51.5279,51.4861,48.706,53.3202,53.0206,58.5596,6.32432,5.54472,4.83882,5.15985,5.22548,5.32553,2378.5,1201.1,2172.82,0.00461006,0,-88.5032,1181.79,1094.01,-14.5024,0,0,0.0199594,0.00609693,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",2.93333333333333,"em",FALSE,1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"0.2"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.44674873944077,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.71534,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1862.68,948.386,206022000,206007000,0,1987.28,1460.6,11330.9,49.7319,1.05813e-30,5.23462,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0,"om",FALSE,2,-0.621749,-0.108439,0.741952,-0.736722,0.370996,-0.343948,0.254382,0.790328,0.016422,0.3522,-0.21065,-0.108508,76,"0.2"
